pair,correlation,eg_statistic,eg_pvalue,cointegrated,hedge_ratio,adf_statistic,adf_pvalue,spread_stationary,half_life,hurst,mean_reverting,spread_mean,spread_std,score
OKE/SRE,0.7814490511575333,-2.45748973186333,0.2981320657992135,False,0.8599717459029221,-2.4569626203781167,0.1262999199519816,False,235.1304178277322,0.4714812503356863,True,-7.503515773578772,7.459505122372453,15.0
PCG/HAL,0.7625669985238523,-1.8384220464430898,0.6108784191957815,False,1.6439414670721422,-1.8365947025101574,0.3624506736985069,False,inf,0.5167146014485812,False,-15.159117894352837,13.696452995860376,15.0
MPC/OKE,0.7867774483095528,-1.208788705058563,0.8555845734513746,False,1.2369333908198277,-1.2031246608689516,0.672250119378744,False,inf,0.4729405515949804,True,4.661117869443361,11.600939848313724,15.0
CNP/ATO,0.7906040784985645,-1.8322641531914539,0.6139219783063287,False,0.1907335585897277,-1.8316292248679822,0.3648755336590591,False,inf,0.48209811498043625,True,5.989297751165634,2.7337826931490024,15.0
ETR/TPL,0.7947192126098224,-2.306886218150949,0.37012169917781534,False,0.12733424739254595,-2.3040338613373423,0.1706702714509476,False,inf,0.4683514484132947,True,26.542378400301345,5.759258181844095,15.0
AEE/CNP,0.7348956494694132,-1.238972808021382,0.8473981261357711,False,2.7487065594035136,-1.240185508285545,0.6560745611093928,False,346.0833791466769,0.47047657610783616,True,-1.4101247599937454,11.324731256174987,15.0
TPL/CNP,0.7156022162459631,-0.8449017423939479,0.9285419382692796,False,9.491923015648439,-0.8299002553289582,0.8101809519762717,False,inf,0.5115275622959253,False,-122.16661054894143,41.36509530745785,15.0
ATO/TPL,0.7723345199376691,-1.8200641996822868,0.6199259617808024,False,0.24135419669853653,-1.8203707227257886,0.3703961172878346,False,inf,0.4598109433657268,True,58.74493062314609,11.755293464022209,15.0
DVN/EQT,0.7591291444192967,-1.3943498910143286,0.7994433859256573,False,0.956328129750466,-1.3934561462634247,0.5854092723249618,False,303.9082402978199,0.4626681131817516,True,2.838131724398922,8.537406768140956,15.0
AEP/CNP,0.7511296165094755,-1.1226578585801925,0.8770077355322796,False,2.4910544375553627,-1.1225256736685163,0.706005849047519,False,inf,0.4117610152716476,True,9.599538099088491,9.774491721229774,15.0
TPL/ETR,0.7947192126098224,-1.3882328202542804,0.801518238206616,False,4.960005967162504,-1.371310782148551,0.595950216841165,False,inf,0.5103174067986553,False,-104.79845393135292,35.94471417718325,15.0
CNP/AEE,0.7348956494694133,-1.9738720167284822,0.5421301487055852,False,0.19648209219039717,-1.97290661772534,0.2985774667203373,False,inf,0.47989086697560157,True,9.728169132306334,3.027786179321857,15.0
TPL/NI,0.728032212346994,-1.0370746687079522,0.8955870264996079,False,11.348749323564244,-1.0196387644602884,0.7460342949588951,False,inf,0.5063263168412434,False,-151.84850151766983,40.59731181405074,15.0
NI/TPL,0.728032212346994,-2.5365338860681046,0.26319851706732567,False,0.04670390428963979,-2.53705854230029,0.1067159258436644,False,inf,0.45544604486431867,True,16.398421381584196,2.6043531223263963,15.0
ATO/CNP,0.7906040784985645,-1.839979284758751,0.6101073923938674,False,3.277109773236461,-1.8435237369002144,0.359077323338566,False,368.3046730465343,0.47076636098063374,True,8.994121155315568,11.331722445243548,15.0
EOG/CTRA,0.716387485387522,-2.2957267111225517,0.3756870475093532,False,3.8003073648967165,-2.2946774793310163,0.17369033711549492,False,126.19639475924426,0.49842771347983816,True,2.2602525347679747,13.7482393038369,15.0
CTRA/EQT,0.7529880992069599,-2.8866303720250515,0.139669819802427,False,0.2686583717899764,-2.8858546371467972,0.04701781085857874,True,inf,0.4189448249186784,True,10.587086843200552,2.4442994379925547,15.0
EQT/DVN,0.7591291444192967,-1.958239878268564,0.5502053995107964,False,0.6025934404513881,-1.957521027617732,0.30550342827723453,False,352.1680043628436,0.44501132483600264,True,9.174823431281068,6.776956667738559,15.0
EQT/CTRA,0.7529880992069599,-2.18665672917706,0.43125465520867895,False,2.110453784743982,-2.186094915695983,0.21133085189691503,False,inf,0.4010971350882131,True,-11.219945985102946,6.850813452950913,15.0
MPC/SRE,0.7040036505631003,-1.549776283758339,0.7416145862368142,False,1.21801555930313,-1.5461137300154733,0.5105888508278802,False,338.50582363787026,0.4309708627095366,True,-12.248897664618514,13.348111120646893,15.0
HAL/PCG,0.7625669985238523,-2.2106539677905914,0.41887646945546525,False,0.3537281824719349,-2.209429288061946,0.20284098657852723,False,inf,0.5093006158759079,False,17.41444182963756,6.3533059179277505,15.0
SRE/OKE,0.7814490511575333,-2.1585588096524853,0.4458252621837734,False,0.7100961426515804,-2.1573118595532192,0.2221017908976824,False,inf,0.4160036963693486,True,24.578768359573285,6.778389206103917,15.0
OKE/EIX,0.6296434064815916,-2.351477487055007,0.3481667016674762,False,1.3115754936564656,-2.350154657064259,0.15630166489897557,False,inf,0.4152246830296069,True,-27.744199369121734,9.287595610503917,10.0
EOG/CNP,0.63741848541176,-2.073776867607731,0.4900791691930771,False,2.8133338793816076,-2.0729115802287392,0.2555455422884367,False,208.64154805660715,0.42155377310335257,True,10.911190282267317,15.183062923914244,10.0
ETR/CNP,0.6930779632994456,-0.8712558907762702,0.9246735656076012,False,1.4729775719206946,-0.8697556126140787,0.7977691271114284,False,inf,0.4572750258119331,True,5.55463249142945,6.839851200044022,10.0
CNP/ETR,0.6930779632994456,-1.5092624838825928,0.7576231883644746,False,0.3261129513227709,-1.5087958971914464,0.5291557337219116,False,inf,0.4866955882763939,True,8.866746349886824,3.2183450918511403,10.0
CNP/EOG,0.63741848541176,-2.522318868682785,0.26931544662227147,False,0.14442022986405403,-2.5226076089269625,0.1100700962009935,False,inf,0.4151473872943655,True,10.62414401757146,3.4400342752777595,10.0
ES/OKE,0.6165654718904688,-1.8478683032275964,0.6061930884875036,False,0.7685125709772312,-1.847865050520443,0.3569700502878398,False,inf,0.43959303653618736,True,28.374224168992907,11.731701364185021,10.0
AES/OKE,0.670378924090121,-1.1585158534434459,0.8684314479780605,False,0.30094101612474183,-1.1579063448845024,0.6914363414157374,False,inf,0.4820278441831807,True,2.432340617881493,3.9821992230591876,10.0
AWK/OKE,0.6168539234894784,-1.7839374175797367,0.637490970070123,False,1.9475990455096355,-1.7838828106322762,0.38849227735618685,False,inf,0.4717030273543825,True,27.085209899453965,29.70857155800886,10.0
OKE/AWK,0.6168539234894784,-2.347708395016077,0.3500038170734612,False,0.19537325395679328,-2.3462595996398354,0.15748189024011094,False,inf,0.4988317285602317,True,16.401163761569304,9.409456720097278,10.0
OKE/AES,0.670378924090121,-2.2861434612671965,0.38048707757094635,False,1.4933421427604485,-2.2858029093111907,0.17658770593577738,False,inf,0.48721465617480825,True,15.64791313692475,8.8707829362827,10.0
OKE/ES,0.6165654718904688,-2.1662164635696084,0.4418471464988376,False,0.4946607192698472,-2.164739297201723,0.21929096674994353,False,384.67424726044305,0.5071953989549606,False,7.669733723342832,9.412158318358998,10.0
PCG/BKR,0.6627323629396445,-1.7592783709897974,0.6492828293476332,False,2.2881379514567537,-1.7583008752361347,0.4013516987059094,False,inf,0.4827776276595185,True,-23.290889795182363,15.854891078434216,10.0
OXY/BKR,0.6968122916075031,-1.8070039015942552,0.6263138595649138,False,1.8511872054609662,-1.8065149758628258,0.37723201983644317,False,211.12855581786246,0.5012860074428315,False,1.1919567851140327,11.684979649631304,10.0
BKR/PCG,0.6627323629396445,-2.662038033014707,0.21352807533986862,False,0.1919526681544425,-2.6612907914889803,0.08097949155836748,False,inf,0.4709675663628153,True,18.0670284483255,4.592183535906,10.0
AES/MPC,0.6174519589016424,-1.4926782046720006,0.763988949877521,False,0.1763070965109091,-1.492257381221776,0.5373379654684658,False,inf,0.47700402206447057,True,4.512113974570481,4.221498919800745,10.0
BKR/OXY,0.6968122916075032,-2.408137045989418,0.3210108195075403,False,0.2622897178107888,-2.4075447575562916,0.13961827021920253,False,inf,0.4813746870749818,True,12.160291626115793,4.398386842253005,10.0
MPC/AES,0.6174519589016424,-1.2369546149772697,0.8479567312267005,False,2.162402586715424,-1.23321890473785,0.6591450791628732,False,inf,0.4742124899341691,True,19.927760664017445,14.784276011095526,10.0
ATO/EOG,0.25775563049703637,-1.65011948561249,0.6992792397454632,False,0.24207139756841814,-1.654709013881191,0.45458570616268357,False,inf,0.3484699803059559,True,59.699931353390824,17.880663312335837,0.0
ATO/DVN,0.032770847300389955,-1.3343888692410808,0.8191175685054909,False,0.04623966941408875,-1.3394800231210227,0.6109222858786395,False,inf,0.35375890785203823,True,75.068495848059,18.49603798803568,0.0
ETR/EQT,-0.4338343190470057,-1.2455903193369045,0.8455551348462254,False,-0.3953887651768427,-1.2381219618875197,0.6569854810423088,False,inf,0.37179638862952624,True,45.98014886362207,8.549001538957183,0.0
ETR/CTRA,-0.0019182372821741481,-0.9408167760024899,0.9135092549985571,False,-0.0048999368380073585,-0.9325083694929344,0.7770785626068846,False,inf,0.37238479786041373,True,35.90865893407225,9.488407770611143,0.0
AEE/EOG,0.20779701493973324,-1.2207712724098392,0.8523776883955023,False,0.17609433498488963,-1.2225962222305815,0.6638006473452729,False,inf,0.34096763212324416,True,42.97160189971335,16.334205363906264,0.0
CTRA/ATO,-0.001355079355149138,-2.545644479144862,0.25931784141650527,False,-0.00027199359634439454,-2.54484679063809,0.10494031032942891,False,inf,0.4470571776940307,True,17.50944268883344,3.714544679179358,0.0
AEE/DVN,0.08801364072223489,-0.999026374836561,0.9030317264136541,False,0.11205927283263631,-0.9993460115009573,0.7535027537327211,False,inf,0.31265225754396553,True,52.00224141300178,16.633902047333944,0.0
AEE/EQT,-0.430408390127534,-0.6921661982428287,0.9474772336459187,False,-0.6903507606871037,-0.6818224307473567,0.8514019235989294,False,inf,0.35746256975199897,True,72.80775737665759,15.072823527221777,0.0
AEE/CTRA,0.006678929909634127,-0.7821448665847253,0.9370100598916485,False,0.030025047211917226,-0.7773683319102803,0.8256797305947752,False,inf,0.30979989001588804,True,54.54816601865581,16.6983327692385,0.0
CTRA/CNP,0.3268062218874271,-2.8117911705052694,0.1619618154105794,False,0.27190438129852296,-2.811294803917967,0.05667841041621364,False,inf,0.4410102208581946,True,11.901295155838525,3.5105873344384166,0.0
CTRA/AEE,0.006678929909634128,-2.5483413648038087,0.2581751179889211,False,0.00148569640616891,-2.5475533872975475,0.10432847553966379,False,inf,0.4472004178394767,True,17.4068577134756,3.714465239182848,0.0
CTRA/ETR,-0.0019182372821741481,-2.5457221968479664,0.25928487227090924,False,-0.0007509554495035678,-2.54492438964556,0.10492273131634527,False,inf,0.4470438379706811,True,17.515581315720873,3.714541255486413,0.0
EOG/EQT,0.5192513475867508,-1.2802726890607494,0.8356093389643977,False,0.9827897789160402,-1.2791695057339134,0.6386475973917748,False,inf,0.458617113167462,True,43.47562197118458,16.84032896476661,0.0
EOG/TPL,0.5337075701832563,-1.9378505617354045,0.5606939296962332,False,0.17758956964522968,-1.9373324614579115,0.3147075913345335,False,inf,0.4250536512931962,True,55.77923205948798,16.663920346516385,0.0
EOG/NI,0.3981456625417159,-1.5716228241114913,0.7327173043039454,False,2.0651589721521746,-1.5706737778342827,0.49830615669186357,False,inf,0.4355391782656633,True,27.827562595842515,18.0758456927633,0.0
EOG/AEP,0.21397071531110834,-1.4083969849963855,0.7946204963613469,False,0.28476238951754557,-1.4076278297402942,0.5786138270853448,False,inf,0.44140890394182597,True,51.412357566445735,19.248646043933825,0.0
